item_id,transaction_id,product_id,quantity,unit_price,discount_percentage,line_total
ITEM01282,TXN00423,PROD0253,2,4165.01,15,7080.52
ITEM01283,TXN00423,PROD0083,3,3774.12,10,10190.12
ITEM01284,TXN00423,PROD0142,1,4760.31,10,4284.28
ITEM01285,TXN00423,PROD0122,1,4196.99,10,3777.29
ITEM01286,TXN00424,PROD0341,2,387.81,5,736.84
ITEM01287,TXN00424,PROD0025,3,1659.12,10,4479.62
ITEM01288,TXN00424,PROD0439,1,1824.79,0,1824.79
ITEM01289,TXN00424,PROD0038,1,934.05,5,887.35
ITEM01290,TXN00425,PROD0214,3,4789.3,0,14367.9
ITEM01291,TXN00425,PROD0230,3,1737.86,10,4692.22
ITEM01292,TXN00425,PROD0348,3,358.08,5,1020.53
ITEM01293,TXN00425,PROD0233,3,4462.16,0,13386.48
ITEM01294,TXN00426,PROD0051,3,750.47,0,2251.41
ITEM01295,TXN00426,PROD0214,1,4789.3,15,4070.91
ITEM01296,TXN00426,PROD0433,1,1856.48,0,1856.48
ITEM01297,TXN00427,PROD0328,2,4485.34,5,8522.15
ITEM01298,TXN00427,PROD0427,3,3885.07,5,11072.45
ITEM01299,TXN00427,PROD0058,3,2709.86,10,7316.62
ITEM01300,TXN00428,PROD0210,3,1043.53,5,2974.06
ITEM01301,TXN00429,PROD0140,1,3750.35,5,3562.83
ITEM01302,TXN00429,PROD0190,2,3383.15,15,5751.35
ITEM01303,TXN00429,PROD0047,2,3103.14,10,5585.65
ITEM01304,TXN00429,PROD0217,3,1051.91,5,2997.94
ITEM01305,TXN00429,PROD0164,3,4671.46,0,14014.38
ITEM01306,TXN00430,PROD0034,3,4960.55,10,13393.49
ITEM01307,TXN00431,PROD0039,1,2152.28,10,1937.05
ITEM01308,TXN00431,PROD0302,1,2324.31,5,2208.09
ITEM01309,TXN00431,PROD0417,2,1592.18,5,3025.14
ITEM01310,TXN00431,PROD0449,1,970.54,0,970.54
ITEM01311,TXN00432,PROD0359,3,2925.42,5,8337.45
ITEM01312,TXN00432,PROD0392,1,1616.75,0,1616.75
ITEM01313,TXN00432,PROD0157,3,4420.91,5,12599.59
ITEM01314,TXN00433,PROD0093,3,2381.72,15,6073.39
ITEM01315,TXN00433,PROD0109,2,1268.44,10,2283.19
ITEM01316,TXN00434,PROD0143,3,3702.48,0,11107.44
ITEM01317,TXN00435,PROD0102,2,3916.46,15,6657.98
ITEM01318,TXN00435,PROD0473,3,2528.6,15,6447.93
ITEM01319,TXN00435,PROD0248,2,1921.35,0,3842.7
ITEM01320,TXN00435,PROD0010,1,3838.8,5,3646.86
ITEM01321,TXN00436,PROD0320,3,4260.47,15,10864.2
ITEM01322,TXN00436,PROD0014,2,1851.03,10,3331.85
ITEM01323,TXN00436,PROD0417,3,1592.18,5,4537.71
ITEM01324,TXN00436,PROD0146,2,2800.79,5,5321.5
ITEM01325,TXN00437,PROD0428,3,2976.13,15,7589.13
ITEM01326,TXN00437,PROD0158,2,3530.91,0,7061.82
ITEM01327,TXN00437,PROD0372,3,2494.39,10,6734.85
ITEM01328,TXN00438,PROD0259,3,570.12,10,1539.32
ITEM01329,TXN00438,PROD0142,1,4760.31,0,4760.31
ITEM01330,TXN00438,PROD0313,3,499.09,0,1497.27
ITEM01331,TXN00438,PROD0466,2,2041.76,10,3675.17
ITEM01332,TXN00438,PROD0218,3,3295.69,0,9887.07
ITEM01333,TXN00439,PROD0361,2,4056.79,5,7707.9
ITEM01334,TXN00439,PROD0252,1,2746.14,0,2746.14
ITEM01335,TXN00440,PROD0106,3,620.08,10,1674.22
ITEM01336,TXN00441,PROD0060,1,3463.46,10,3117.11
ITEM01337,TXN00441,PROD0232,2,1824.74,5,3467.01
ITEM01338,TXN00441,PROD0182,2,1322.87,0,2645.74
ITEM01339,TXN00441,PROD0110,1,746.13,10,671.52
ITEM01340,TXN00442,PROD0202,2,3157.59,10,5683.66
ITEM01341,TXN00442,PROD0072,2,3741.8,5,7109.42
ITEM01342,TXN00442,PROD0038,3,934.05,0,2802.15
ITEM01343,TXN00442,PROD0047,1,3103.14,15,2637.67
ITEM01344,TXN00442,PROD0367,1,1647.43,15,1400.32
ITEM01345,TXN00443,PROD0056,2,1635.54,10,2943.97
ITEM01346,TXN00443,PROD0013,2,2569.97,15,4368.95
ITEM01347,TXN00443,PROD0253,2,4165.01,10,7497.02
ITEM01348,TXN00443,PROD0002,3,4963.06,10,13400.26
ITEM01349,TXN00444,PROD0412,3,2293.35,15,5848.04
ITEM01350,TXN00444,PROD0411,1,2993.98,5,2844.28
ITEM01351,TXN00445,PROD0158,2,3530.91,5,6708.73
ITEM01352,TXN00445,PROD0075,1,3396.36,15,2886.91
ITEM01353,TXN00445,PROD0173,1,4241.97,15,3605.67
ITEM01354,TXN00445,PROD0209,3,2518.11,15,6421.18
ITEM01355,TXN00445,PROD0478,1,4495.59,5,4270.81
ITEM01356,TXN00446,PROD0294,2,3039.57,10,5471.23
ITEM01357,TXN00446,PROD0213,3,2623.57,5,7477.17
ITEM01358,TXN00446,PROD0027,1,1420.34,10,1278.31
ITEM01359,TXN00446,PROD0257,2,4215.21,15,7165.86
ITEM01360,TXN00447,PROD0145,2,665.18,5,1263.84
ITEM01361,TXN00448,PROD0254,1,1783.23,10,1604.91
ITEM01362,TXN00448,PROD0359,3,2925.42,0,8776.26
ITEM01363,TXN00449,PROD0277,1,1323.41,10,1191.07
ITEM01364,TXN00449,PROD0023,1,4696.86,15,3992.33
ITEM01365,TXN00449,PROD0085,1,3489.12,5,3314.66
ITEM01366,TXN00449,PROD0478,3,4495.59,15,11463.75
ITEM01367,TXN00449,PROD0191,1,3452.7,5,3280.06
ITEM01368,TXN00450,PROD0321,2,3228.97,10,5812.15
ITEM01369,TXN00451,PROD0120,2,4846.03,0,9692.06
ITEM01370,TXN00451,PROD0310,2,3610.07,10,6498.13
ITEM01371,TXN00451,PROD0211,2,2311.18,15,3929.01
ITEM01372,TXN00452,PROD0052,3,4442.72,10,11995.34
ITEM01373,TXN00452,PROD0005,2,4799.63,15,8159.37
ITEM01374,TXN00453,PROD0028,3,4940.49,15,12598.25
ITEM01375,TXN00453,PROD0319,3,3685.54,5,10503.79
ITEM01376,TXN00454,PROD0080,2,4004.19,0,8008.38
ITEM01377,TXN00454,PROD0226,3,2781.77,15,7093.51
ITEM01378,TXN00455,PROD0160,1,2219.79,0,2219.79
ITEM01379,TXN00456,PROD0116,2,3742.04,5,7109.88
ITEM01380,TXN00457,PROD0492,2,3919.16,5,7446.4
ITEM01381,TXN00458,PROD0341,1,387.81,5,368.42
ITEM01382,TXN00458,PROD0043,3,4289.36,0,12868.08
ITEM01383,TXN00458,PROD0419,1,1778.33,15,1511.58
ITEM01384,TXN00458,PROD0418,3,2430.71,15,6198.31
ITEM01385,TXN00459,PROD0247,3,1325.37,5,3777.3
ITEM01386,TXN00459,PROD0281,2,1096.8,0,2193.6
ITEM01387,TXN00459,PROD0209,3,2518.11,15,6421.18
ITEM01388,TXN00459,PROD0097,1,3085.12,15,2622.35
ITEM01389,TXN00460,PROD0190,3,3383.15,0,10149.45
ITEM01390,TXN00460,PROD0216,2,1150.95,0,2301.9
ITEM01391,TXN00460,PROD0025,3,1659.12,0,4977.36
ITEM01392,TXN00461,PROD0146,2,2800.79,15,4761.34
ITEM01393,TXN00461,PROD0281,1,1096.8,0,1096.8
ITEM01394,TXN00462,PROD0263,2,4885.47,15,8305.3
ITEM01395,TXN00462,PROD0085,1,3489.12,0,3489.12
ITEM01396,TXN00463,PROD0372,2,2494.39,15,4240.46
ITEM01397,TXN00463,PROD0494,2,2574.51,10,4634.12
ITEM01398,TXN00463,PROD0201,1,3563.81,0,3563.81
ITEM01399,TXN00464,PROD0102,1,3916.46,10,3524.81
ITEM01400,TXN00464,PROD0110,2,746.13,5,1417.65
ITEM01401,TXN00464,PROD0078,2,3669.03,10,6604.25
ITEM01402,TXN00465,PROD0366,2,2912.18,5,5533.14
ITEM01403,TXN00466,PROD0051,3,750.47,10,2026.27
ITEM01404,TXN00466,PROD0400,1,4211.47,0,4211.47
ITEM01405,TXN00466,PROD0237,2,2812.95,15,4782.01
ITEM01406,TXN00466,PROD0274,2,4302.12,10,7743.82
ITEM01407,TXN00467,PROD0001,1,2214.37,5,2103.65
ITEM01408,TXN00467,PROD0394,1,3694.89,5,3510.15
ITEM01409,TXN00467,PROD0280,1,2964.56,15,2519.88
ITEM01410,TXN00467,PROD0148,1,4152.61,0,4152.61
ITEM01411,TXN00468,PROD0297,3,4117.79,0,12353.37
ITEM01412,TXN00468,PROD0188,2,989.63,0,1979.26
ITEM01413,TXN00468,PROD0141,3,1174.67,10,3171.61
ITEM01414,TXN00468,PROD0131,2,3458.16,5,6570.5
ITEM01415,TXN00469,PROD0485,3,1551.14,0,4653.42
ITEM01416,TXN00469,PROD0138,2,4023.41,15,6839.8
ITEM01417,TXN00469,PROD0259,2,570.12,0,1140.24
ITEM01418,TXN00469,PROD0274,3,4302.12,0,12906.36
ITEM01419,TXN00469,PROD0006,2,207.3,5,393.87
ITEM01420,TXN00470,PROD0342,2,4164.89,0,8329.78
ITEM01421,TXN00470,PROD0196,1,2406.37,0,2406.37
ITEM01422,TXN00470,PROD0015,2,4725.14,0,9450.28
ITEM01423,TXN00470,PROD0425,3,1794.23,10,4844.42
ITEM01424,TXN00470,PROD0484,1,849.36,10,764.42
ITEM01425,TXN00471,PROD0376,1,4179.21,15,3552.33
ITEM01426,TXN00471,PROD0461,1,2010.34,10,1809.31
ITEM01427,TXN00471,PROD0032,2,2407.07,0,4814.14
ITEM01428,TXN00471,PROD0423,1,4848.83,10,4363.95
ITEM01429,TXN00471,PROD0454,1,2313.12,15,1966.15
ITEM01430,TXN00472,PROD0419,1,1778.33,15,1511.58
ITEM01431,TXN00472,PROD0385,1,1482.05,15,1259.74
ITEM01432,TXN00473,PROD0391,1,3094.72,5,2939.98
ITEM01433,TXN00473,PROD0177,2,1379.12,0,2758.24
ITEM01434,TXN00473,PROD0372,3,2494.39,10,6734.85
ITEM01435,TXN00473,PROD0150,1,3081.11,15,2618.94
ITEM01436,TXN00474,PROD0029,2,2161.47,10,3890.65
ITEM01437,TXN00474,PROD0500,2,4182.91,15,7110.95
ITEM01438,TXN00474,PROD0262,3,1296.81,0,3890.43
ITEM01439,TXN00475,PROD0153,1,1460.77,10,1314.69
ITEM01440,TXN00475,PROD0140,3,3750.35,0,11251.05
ITEM01441,TXN00476,PROD0429,1,2116.3,0,2116.3
ITEM01442,TXN00476,PROD0310,2,3610.07,5,6859.13
ITEM01443,TXN00476,PROD0268,3,4434.92,0,13304.76
ITEM01444,TXN00476,PROD0194,1,4741.64,5,4504.56
ITEM01445,TXN00476,PROD0339,3,2312.94,0,6938.82
ITEM01446,TXN00477,PROD0046,2,377.01,5,716.32
ITEM01447,TXN00477,PROD0147,1,751.65,10,676.49
ITEM01448,TXN00477,PROD0100,1,3179.0,15,2702.15
ITEM01449,TXN00478,PROD0191,1,3452.7,10,3107.43
ITEM01450,TXN00478,PROD0374,3,1090.37,5,3107.55
ITEM01451,TXN00478,PROD0040,3,1115.62,15,2844.83
ITEM01452,TXN00479,PROD0253,1,4165.01,0,4165.01
ITEM01453,TXN00479,PROD0423,3,4848.83,15,12364.52
ITEM01454,TXN00479,PROD0230,1,1737.86,15,1477.18
ITEM01455,TXN00479,PROD0113,3,323.46,0,970.38
ITEM01456,TXN00479,PROD0476,3,4573.43,15,11662.25
ITEM01457,TXN00480,PROD0157,1,4420.91,0,4420.91
ITEM01458,TXN00480,PROD0441,2,1105.58,10,1990.04
ITEM01459,TXN00480,PROD0044,1,1535.98,15,1305.58
ITEM01460,TXN00481,PROD0407,3,4304.46,0,12913.38
ITEM01461,TXN00482,PROD0146,1,2800.79,10,2520.71
ITEM01462,TXN00482,PROD0181,2,4614.54,0,9229.08
ITEM01463,TXN00482,PROD0090,1,4677.31,15,3975.71
ITEM01464,TXN00482,PROD0005,3,4799.63,5,13678.95
ITEM01465,TXN00482,PROD0314,2,255.28,15,433.98
ITEM01466,TXN00483,PROD0491,2,1293.49,5,2457.63
ITEM01467,TXN00484,PROD0306,1,855.93,5,813.13
ITEM01468,TXN00485,PROD0428,2,2976.13,0,5952.26
ITEM01469,TXN00486,PROD0424,3,2438.54,0,7315.62
ITEM01470,TXN00486,PROD0111,3,1913.66,10,5166.88
ITEM01471,TXN00486,PROD0416,1,4632.7,10,4169.43
ITEM01472,TXN00486,PROD0374,2,1090.37,10,1962.67
ITEM01473,TXN00486,PROD0005,2,4799.63,5,9119.3
ITEM01474,TXN00487,PROD0364,2,438.17,10,788.71
ITEM01475,TXN00487,PROD0047,3,3103.14,10,8378.48
ITEM01476,TXN00488,PROD0206,3,1562.13,5,4452.07
ITEM01477,TXN00488,PROD0477,2,2104.91,5,3999.33
ITEM01478,TXN00488,PROD0263,1,4885.47,5,4641.2
ITEM01479,TXN00489,PROD0121,2,717.2,0,1434.4
ITEM01480,TXN00489,PROD0246,1,1119.33,15,951.43
ITEM01481,TXN00489,PROD0397,2,3904.49,0,7808.98
ITEM01482,TXN00489,PROD0107,3,292.27,0,876.81
ITEM01483,TXN00490,PROD0478,3,4495.59,0,13486.77
ITEM01484,TXN00490,PROD0431,2,1146.95,10,2064.51
ITEM01485,TXN00491,PROD0126,1,3122.0,5,2965.9
ITEM01486,TXN00491,PROD0351,3,746.9,10,2016.63
ITEM01487,TXN00492,PROD0188,1,989.63,5,940.15
ITEM01488,TXN00492,PROD0210,1,1043.53,0,1043.53
ITEM01489,TXN00492,PROD0072,2,3741.8,10,6735.24
ITEM01490,TXN00493,PROD0145,1,665.18,5,631.92
ITEM01491,TXN00493,PROD0498,1,3855.17,5,3662.41
ITEM01492,TXN00494,PROD0274,2,4302.12,5,8174.03
ITEM01493,TXN00495,PROD0277,2,1323.41,10,2382.14
ITEM01494,TXN00495,PROD0374,1,1090.37,15,926.81
ITEM01495,TXN00495,PROD0045,1,1258.51,10,1132.66
ITEM01496,TXN00495,PROD0111,3,1913.66,10,5166.88
ITEM01497,TXN00496,PROD0183,2,1113.88,5,2116.37
ITEM01498,TXN00496,PROD0171,3,252.66,10,682.18
ITEM01499,TXN00496,PROD0176,3,4990.62,5,14223.27
ITEM01500,TXN00497,PROD0265,3,2574.89,10,6952.2
ITEM01501,TXN00497,PROD0200,3,2158.75,10,5828.62
ITEM01502,TXN00497,PROD0335,1,4445.98,10,4001.38
ITEM01503,TXN00497,PROD0082,2,3799.82,15,6459.69
ITEM01504,TXN00497,PROD0283,2,3224.67,0,6449.34
ITEM01505,TXN00498,PROD0064,2,2955.41,0,5910.82
ITEM01506,TXN00498,PROD0133,1,2145.8,15,1823.93
ITEM01507,TXN00498,PROD0348,1,358.08,0,358.08
ITEM01508,TXN00498,PROD0043,2,4289.36,15,7291.91
ITEM01509,TXN00499,PROD0005,1,4799.63,10,4319.67
ITEM01510,TXN00499,PROD0087,1,4042.26,0,4042.26
ITEM01511,TXN00500,PROD0194,2,4741.64,15,8060.79
ITEM01512,TXN00500,PROD0292,3,398.62,0,1195.86
ITEM01513,TXN00500,PROD0101,1,1752.08,15,1489.27
ITEM01514,TXN00500,PROD0270,2,3598.05,5,6836.3
ITEM01515,TXN00500,PROD0297,2,4117.79,15,7000.24
ITEM01516,TXN00501,PROD0167,3,1140.8,0,3422.4
ITEM01517,TXN00501,PROD0198,3,4945.72,0,14837.16
ITEM01518,TXN00502,PROD0402,2,4535.82,0,9071.64
ITEM01519,TXN00502,PROD0049,3,3428.6,5,9771.51
ITEM01520,TXN00502,PROD0004,2,4518.03,5,8584.26
ITEM01521,TXN00502,PROD0347,2,1470.1,15,2499.17
ITEM01522,TXN00502,PROD0177,1,1379.12,15,1172.25
ITEM01523,TXN00503,PROD0261,3,4359.27,15,11116.14
ITEM01524,TXN00503,PROD0321,3,3228.97,5,9202.56
ITEM01525,TXN00504,PROD0049,3,3428.6,10,9257.22
ITEM01526,TXN00504,PROD0393,3,1843.85,15,4701.82
ITEM01527,TXN00505,PROD0166,3,1608.78,10,4343.71
ITEM01528,TXN00505,PROD0051,1,750.47,0,750.47
ITEM01529,TXN00505,PROD0230,3,1737.86,15,4431.54
ITEM01530,TXN00505,PROD0167,2,1140.8,5,2167.52
ITEM01531,TXN00505,PROD0172,1,4129.1,5,3922.64
ITEM01532,TXN00506,PROD0351,1,746.9,5,709.55
ITEM01533,TXN00506,PROD0227,3,2508.91,10,6774.06
ITEM01534,TXN00506,PROD0350,3,1175.41,15,2997.3
ITEM01535,TXN00506,PROD0115,1,3790.34,15,3221.79
ITEM01536,TXN00507,PROD0142,1,4760.31,10,4284.28
ITEM01537,TXN00508,PROD0321,2,3228.97,5,6135.04
ITEM01538,TXN00508,PROD0295,2,2798.23,0,5596.46
ITEM01539,TXN00508,PROD0401,2,3316.04,0,6632.08
ITEM01540,TXN00509,PROD0129,2,2428.96,5,4615.02
ITEM01541,TXN00509,PROD0116,2,3742.04,10,6735.67
ITEM01542,TXN00509,PROD0341,2,387.81,10,698.06
ITEM01543,TXN00509,PROD0259,2,570.12,0,1140.24
ITEM01544,TXN00510,PROD0455,2,3570.72,0,7141.44
ITEM01545,TXN00510,PROD0326,2,1998.17,5,3796.52
ITEM01546,TXN00510,PROD0298,3,2139.44,5,6097.4
ITEM01547,TXN00511,PROD0376,1,4179.21,15,3552.33
ITEM01548,TXN00512,PROD0216,3,1150.95,10,3107.57
ITEM01549,TXN00512,PROD0087,2,4042.26,0,8084.52
ITEM01550,TXN00512,PROD0171,3,252.66,15,644.28
ITEM01551,TXN00512,PROD0419,3,1778.33,15,4534.74
ITEM01552,TXN00512,PROD0185,1,1686.74,5,1602.4
ITEM01553,TXN00513,PROD0224,1,3676.12,5,3492.31
ITEM01554,TXN00513,PROD0234,2,2318.69,0,4637.38
ITEM01555,TXN00513,PROD0024,3,1151.52,15,2936.38
ITEM01556,TXN00513,PROD0391,2,3094.72,5,5879.97
ITEM01557,TXN00513,PROD0248,1,1921.35,15,1633.15
ITEM01558,TXN00514,PROD0156,3,2624.65,0,7873.95
ITEM01559,TXN00514,PROD0102,1,3916.46,10,3524.81
ITEM01560,TXN00515,PROD0042,2,2385.5,0,4771.0
ITEM01561,TXN00515,PROD0412,1,2293.35,15,1949.35
ITEM01562,TXN00515,PROD0333,2,4207.67,0,8415.34
ITEM01563,TXN00515,PROD0229,2,243.24,15,413.51
ITEM01564,TXN00516,PROD0121,1,717.2,5,681.34
ITEM01565,TXN00516,PROD0192,1,4109.22,0,4109.22
ITEM01566,TXN00517,PROD0117,2,4068.04,0,8136.08
ITEM01567,TXN00517,PROD0143,1,3702.48,10,3332.23
ITEM01568,TXN00517,PROD0186,1,2563.38,15,2178.87
ITEM01569,TXN00517,PROD0452,3,3792.53,10,10239.83
ITEM01570,TXN00518,PROD0230,1,1737.86,5,1650.97
ITEM01571,TXN00518,PROD0398,2,2199.85,15,3739.74
ITEM01572,TXN00518,PROD0062,2,2558.97,0,5117.94
ITEM01573,TXN00518,PROD0059,1,3717.26,5,3531.4
ITEM01574,TXN00519,PROD0211,1,2311.18,0,2311.18
ITEM01575,TXN00519,PROD0223,1,3312.69,0,3312.69
ITEM01576,TXN00519,PROD0040,2,1115.62,15,1896.55
ITEM01577,TXN00519,PROD0205,1,4432.3,5,4210.69
ITEM01578,TXN00520,PROD0289,2,3650.3,5,6935.57
ITEM01579,TXN00520,PROD0061,2,827.83,0,1655.66
ITEM01580,TXN00520,PROD0356,3,2626.27,15,6696.99
ITEM01581,TXN00520,PROD0018,3,4625.92,0,13877.76
ITEM01582,TXN00521,PROD0332,1,3650.43,10,3285.39
ITEM01583,TXN00521,PROD0039,3,2152.28,0,6456.84
ITEM01584,TXN00522,PROD0161,1,3699.91,15,3144.92
ITEM01585,TXN00522,PROD0445,3,1037.64,15,2645.98
ITEM01586,TXN00522,PROD0483,1,2006.65,0,2006.65
ITEM01587,TXN00522,PROD0402,2,4535.82,0,9071.64
ITEM01588,TXN00523,PROD0224,2,3676.12,15,6249.4
ITEM01589,TXN00523,PROD0337,1,1667.87,0,1667.87
ITEM01590,TXN00523,PROD0151,2,2837.97,5,5392.14
ITEM01591,TXN00523,PROD0124,1,3144.06,15,2672.45
ITEM01592,TXN00523,PROD0175,1,462.51,0,462.51
ITEM01593,TXN00524,PROD0169,2,2256.04,5,4286.48
ITEM01594,TXN00524,PROD0191,2,3452.7,10,6214.86
ITEM01595,TXN00525,PROD0194,3,4741.64,10,12802.43
ITEM01596,TXN00525,PROD0148,1,4152.61,0,4152.61
ITEM01597,TXN00525,PROD0024,2,1151.52,10,2072.74
ITEM01598,TXN00525,PROD0139,2,767.35,15,1304.5
ITEM01599,TXN00525,PROD0440,2,1372.91,15,2333.95
ITEM01600,TXN00526,PROD0141,1,1174.67,5,1115.94
ITEM01601,TXN00526,PROD0100,2,3179.0,15,5404.3
ITEM01602,TXN00526,PROD0032,3,2407.07,15,6138.03
ITEM01603,TXN00526,PROD0183,1,1113.88,5,1058.19
ITEM01604,TXN00527,PROD0372,1,2494.39,5,2369.67
ITEM01605,TXN00527,PROD0427,2,3885.07,5,7381.63
ITEM01606,TXN00528,PROD0410,2,1240.54,10,2232.97
ITEM01607,TXN00529,PROD0305,2,443.95,5,843.5
ITEM01608,TXN00529,PROD0361,3,4056.79,0,12170.37
ITEM01609,TXN00529,PROD0412,3,2293.35,15,5848.04
ITEM01610,TXN00529,PROD0494,2,2574.51,0,5149.02
ITEM01611,TXN00530,PROD0277,2,1323.41,0,2646.82
ITEM01612,TXN00530,PROD0217,3,1051.91,10,2840.16
ITEM01613,TXN00531,PROD0115,1,3790.34,10,3411.31
ITEM01614,TXN00532,PROD0418,3,2430.71,5,6927.52
ITEM01615,TXN00532,PROD0400,2,4211.47,5,8001.79
ITEM01616,TXN00532,PROD0442,2,4154.23,5,7893.04
ITEM01617,TXN00533,PROD0289,2,3650.3,5,6935.57
ITEM01618,TXN00533,PROD0291,1,3207.09,0,3207.09
ITEM01619,TXN00534,PROD0414,2,818.32,0,1636.64
ITEM01620,TXN00535,PROD0117,1,4068.04,10,3661.24
ITEM01621,TXN00535,PROD0463,2,4604.76,15,7828.09
ITEM01622,TXN00535,PROD0324,3,2078.98,0,6236.94
ITEM01623,TXN00536,PROD0134,3,3677.5,0,11032.5
ITEM01624,TXN00536,PROD0245,1,3451.14,15,2933.47
ITEM01625,TXN00537,PROD0459,1,2495.17,0,2495.17
ITEM01626,TXN00537,PROD0165,2,3504.45,5,6658.45
ITEM01627,TXN00537,PROD0452,2,3792.53,10,6826.55
ITEM01628,TXN00537,PROD0046,2,377.01,10,678.62
ITEM01629,TXN00538,PROD0393,1,1843.85,15,1567.27
ITEM01630,TXN00539,PROD0277,1,1323.41,15,1124.9
ITEM01631,TXN00539,PROD0106,3,620.08,10,1674.22
ITEM01632,TXN00540,PROD0219,2,3005.73,0,6011.46
ITEM01633,TXN00540,PROD0463,1,4604.76,15,3914.05
ITEM01634,TXN00540,PROD0159,3,4112.47,5,11720.54
ITEM01635,TXN00541,PROD0247,3,1325.37,10,3578.5
ITEM01636,TXN00541,PROD0433,3,1856.48,10,5012.5
ITEM01637,TXN00541,PROD0201,1,3563.81,5,3385.62
ITEM01638,TXN00541,PROD0243,2,1403.1,0,2806.2
ITEM01639,TXN00542,PROD0209,1,2518.11,10,2266.3
ITEM01640,TXN00542,PROD0439,3,1824.79,15,4653.21
ITEM01641,TXN00542,PROD0194,1,4741.64,10,4267.48
ITEM01642,TXN00542,PROD0181,1,4614.54,5,4383.81
ITEM01643,TXN00542,PROD0047,2,3103.14,0,6206.28
ITEM01644,TXN00543,PROD0065,1,2089.34,10,1880.41
ITEM01645,TXN00543,PROD0184,1,2818.78,10,2536.9
ITEM01646,TXN00543,PROD0075,2,3396.36,10,6113.45
ITEM01647,TXN00543,PROD0499,3,1604.32,10,4331.66
ITEM01648,TXN00544,PROD0102,3,3916.46,10,10574.44
ITEM01649,TXN00544,PROD0110,2,746.13,15,1268.42
ITEM01650,TXN00545,PROD0304,1,4126.57,15,3507.58
ITEM01651,TXN00545,PROD0284,3,2274.31,10,6140.64
ITEM01652,TXN00545,PROD0017,1,4488.47,15,3815.2
ITEM01653,TXN00546,PROD0258,1,4534.37,5,4307.65
ITEM01654,TXN00546,PROD0008,1,3553.66,0,3553.66
ITEM01655,TXN00546,PROD0342,2,4164.89,0,8329.78
ITEM01656,TXN00546,PROD0192,1,4109.22,5,3903.76
ITEM01657,TXN00546,PROD0168,2,1013.19,0,2026.38
ITEM01658,TXN00547,PROD0499,1,1604.32,10,1443.89
ITEM01659,TXN00547,PROD0077,2,4630.71,0,9261.42
ITEM01660,TXN00547,PROD0361,2,4056.79,10,7302.22
ITEM01661,TXN00548,PROD0061,3,827.83,0,2483.49
ITEM01662,TXN00548,PROD0288,3,4658.76,5,13277.47
ITEM01663,TXN00549,PROD0213,3,2623.57,15,6690.1
ITEM01664,TXN00549,PROD0490,1,1961.47,10,1765.32
ITEM01665,TXN00549,PROD0169,3,2256.04,0,6768.12
ITEM01666,TXN00549,PROD0393,1,1843.85,15,1567.27
ITEM01667,TXN00549,PROD0374,2,1090.37,15,1853.63
ITEM01668,TXN00550,PROD0252,3,2746.14,5,7826.5
ITEM01669,TXN00550,PROD0165,3,3504.45,15,8936.35
ITEM01670,TXN00551,PROD0466,1,2041.76,10,1837.58
ITEM01671,TXN00551,PROD0233,3,4462.16,10,12047.83
ITEM01672,TXN00551,PROD0170,3,3397.09,15,8662.58
ITEM01673,TXN00551,PROD0354,1,1788.58,15,1520.29
ITEM01674,TXN00552,PROD0186,3,2563.38,0,7690.14
ITEM01675,TXN00552,PROD0158,2,3530.91,0,7061.82
ITEM01676,TXN00553,PROD0116,2,3742.04,15,6361.47
ITEM01677,TXN00553,PROD0379,3,4357.01,15,11110.38
ITEM01678,TXN00553,PROD0105,3,3386.98,10,9144.85
ITEM01679,TXN00553,PROD0157,2,4420.91,10,7957.64
ITEM01680,TXN00553,PROD0214,2,4789.3,5,9099.67
ITEM01681,TXN00554,PROD0307,2,3170.57,5,6024.08
ITEM01682,TXN00554,PROD0039,2,2152.28,10,3874.1
ITEM01683,TXN00554,PROD0404,2,4361.14,15,7413.94
ITEM01684,TXN00554,PROD0416,3,4632.7,10,12508.29
ITEM01685,TXN00554,PROD0043,2,4289.36,0,8578.72
ITEM01686,TXN00555,PROD0370,1,4259.23,5,4046.27
ITEM01687,TXN00555,PROD0226,3,2781.77,0,8345.31
ITEM01688,TXN00555,PROD0203,1,1193.58,15,1014.54
ITEM01689,TXN00556,PROD0012,3,4861.1,0,14583.3
ITEM01690,TXN00556,PROD0316,3,777.74,15,1983.24
ITEM01691,TXN00557,PROD0335,2,4445.98,0,8891.96
ITEM01692,TXN00557,PROD0012,3,4861.1,5,13854.14
ITEM01693,TXN00557,PROD0318,1,770.68,5,732.15
ITEM01694,TXN00558,PROD0460,2,1917.22,0,3834.44
ITEM01695,TXN00558,PROD0116,1,3742.04,15,3180.73
ITEM01696,TXN00559,PROD0064,3,2955.41,10,7979.61
ITEM01697,TXN00559,PROD0163,3,4052.5,15,10333.88
ITEM01698,TXN00559,PROD0105,2,3386.98,5,6435.26
ITEM01699,TXN00560,PROD0095,2,3399.07,15,5778.42
ITEM01700,TXN00560,PROD0400,2,4211.47,15,7159.5
ITEM01701,TXN00560,PROD0055,1,2000.53,5,1900.5
ITEM01702,TXN00561,PROD0370,3,4259.23,0,12777.69
ITEM01703,TXN00561,PROD0474,3,1298.26,0,3894.78
ITEM01704,TXN00561,PROD0473,3,2528.6,15,6447.93
ITEM01705,TXN00561,PROD0430,3,2905.87,15,7409.97
ITEM01706,TXN00561,PROD0388,1,4302.36,5,4087.24
